time,open,high,low,close,volume
1585094400000,6500.00000000,6628.50000000,6457.50000000,6511.50000000,438.87700000
1585137600000,6511.50000000,6745.50000000,6502.00000000,6698.50000000,1370.64300000
1585180800000,6698.50000000,6767.00000000,6555.00000000,6598.50000000,1754.27500000
1585224000000,6598.50000000,6760.00000000,6512.00000000,6733.50000000,2150.68900000
1585267200000,6733.50000000,6838.00000000,6595.00000000,6617.50000000,2366.06600000
1585310400000,6617.50000000,6680.00000000,6235.00000000,6354.00000000,2239.28100000
1585353600000,6354.00000000,6354.00000000,6084.50000000,6231.00000000,2626.75500000
1585396800000,6231.00000000,6288.50000000,6010.00000000,6230.50000000,3124.20400000
1585440000000,6230.50000000,6247.00000000,6075.00000000,6134.50000000,2100.84300000
1585483200000,6134.50000000,6153.50000000,5858.00000000,5873.00000000,3246.39500000
1585526400000,5873.00000000,6386.00000000,5841.50000000,6358.50000000,7265.53100000
1585569600000,6358.50000000,6577.50000000,6274.00000000,6389.50000000,7838.08600000
1585612800000,6389.50000000,6509.50000000,6339.50000000,6386.50000000,7342.89700000
1585656000000,6386.50000000,6494.50000000,6323.50000000,6405.00000000,8374.44300000
1585699200000,6405.00000000,6417.00000000,6243.50000000,6286.00000000,6348.59000000
1585742400000,6286.00000000,6687.00000000,6145.00000000,6642.00000000,11204.28000000
1585785600000,6642.00000000,6739.50000000,6543.50000000,6676.00000000,7365.61900000
1585828800000,6676.00000000,7230.50000000,6620.50000000,6796.50000000,25204.07100000
1585872000000,6796.50000000,7044.00000000,6723.50000000,7004.00000000,6299.06300000
1585915200000,7004.00000000,7007.00000000,6604.50000000,6727.50000000,6369.31900000
1585958400000,6727.50000000,6899.00000000,6646.00000000,6698.00000000,5638.32300000
1586001600000,6698.00000000,7012.00000000,6665.50000000,6863.50000000,4401.58300000
1586044800000,6863.50000000,6889.00000000,6740.00000000,6776.00000000,2148.53000000
1586088000000,6776.00000000,6848.00000000,6680.00000000,6771.00000000,8329.66500000
1586131200000,6771.00000000,7140.00000000,6762.00000000,7092.00000000,8316.45000000
1586174400000,7092.00000000,7363.00000000,7039.50000000,7322.50000000,9271.00600000
1586217600000,7322.50000000,7448.00000000,7224.00000000,7384.00000000,9854.91600000
1586260800000,7384.00000000,7458.50000000,7072.50000000,7198.50000000,8684.10700000
1586304000000,7198.50000000,7417.00000000,7150.50000000,7287.00000000,9430.70400000
1586347200000,7287.00000000,7388.00000000,7196.00000000,7356.50000000,6060.36600000
1586390400000,7356.50000000,7364.00000000,7143.00000000,7186.50000000,11569.49000000
1586433600000,7186.50000000,7342.50000000,7123.00000000,7282.00000000,4963.86500000
1586476800000,7282.00000000,7287.00000000,6854.00000000,6897.50000000,11188.06400000
1586520000000,6897.50000000,6943.00000000,6741.50000000,6857.00000000,10337.54300000
1586563200000,6857.00000000,6938.00000000,6830.50000000,6874.50000000,4318.57200000
1586606400000,6874.50000000,6883.50000000,6760.00000000,6874.50000000,4288.66200000
1586649600000,6874.50000000,6906.00000000,6780.00000000,6848.00000000,3909.69800000
